fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2021-12-31,TWD,3725503455000,1607072907000,1064990192000,1064990192000,193102321000,198362964000,2118430548000,2089046000000.0,,21442533000.0,21442533000.0,5379164000.0,,29384000000.0,140082481000,10521481000,,1554770250000,739503358000,193027751000,,,114921333000,815266892000,20764214000.0,610071000000.0,119488000000.0,,749065330000,5258223000,205196000000.0,2168286553000,,1906829661000,259303805000,5186076000
2022-12-31,TWD,4964778878000,2052896744000,1342814083000,1342814083000,221149148000,231408820000,2911882134000,2735751106000.0,,20207334000.0,20207334000.0,5791821000.0,,68930000000.0,243686042000,12888776000,,2004290011000,944226817000,268379321000,,,19313889000,1060063194000,29764097000.0,839096486000.0,19313889000.0,,888174472000,584651331000,180850137000.0,2945653195000,,2637524688000,259303805000,5185876600
2023-12-31,TWD,5532371215000,2194032910000,1465427753000,1465427753000,250997088000,202010236000,3338338304999,3104899814000.0,,16970306000.0,16970306000.0,5796438000.0,,129267600000.0,222340989000,53256844000,,2049108368000,913583316000,57293057000,,,12103817000,1135525052000,28681800000.0,918282800000.0,9293300000.0,,959068460000,789783899000,179249400000.0,3458913627000,,2882595798000,259320710000,5185853400
2024-12-31,TWD,6691938000000,3088352000000,2127627000000,2127627000000,287869000000,272088000000,3603586000000,3275108461000.0,,20211600000.0,20211600000.0,6070900000.0,,149040000000.0,294392000000,106376000000,,2368362000000,1264525000000,74227000000,,,59858000000,1103837000000,28755300000.0,926604000000.0,59858000000.0,,986462000000,1130440000000,177233000000.0,4288545000000,,3917252000000,259327000000,5186000000
2025-12-31,None,7910679587000,3806379545000,2760059967000,2760059967000,287298500000,280997298000,4104300042000,,,,,,,,299890932000,178132848000,,2465265640000,1453912296000,84092473000,,,136540330000,1011353343000,,,,,990356650000,1233279493000,,5404330990000,,4691817547000,258594577000,5186200000
